date,temperature
2015-01-01,18.414701030477744
2015-01-02,19.054748073874432
2015-01-03,18.534116733874495
2015-01-04,16.6425487895524
2015-01-05,19.361448673932298
2015-01-06,18.879273903882144
2015-01-07,17.767781633740373
2015-01-08,19.177846385765026
2015-01-09,18.98622849164969
2015-01-10,18.969775186237392
2015-01-11,18.718814928019754
2015-01-12,19.408453254382128
2015-01-13,17.93611955147598
2015-01-14,18.691596692634267
2015-01-15,18.375507125560333
2015-01-16,19.739345107655044
2015-01-17,19.134773482862535
2015-01-18,18.802214461679963
2015-01-19,18.280586777608445
2015-01-20,18.975599927998438
2015-01-21,19.35897489316675
2015-01-22,19.083055198737107
2015-01-23,21.03081131106738
2015-01-24,20.749722616184254
2015-01-25,16.351520967030844
2015-01-26,17.400887630153708
2015-01-27,19.52027109806972
2015-01-28,19.28515126373994
2015-01-29,20.1094032872683
2015-01-30,20.17452159824588
2015-01-31,22.515279072770205
2015-02-01,18.69900083651931
2015-02-02,19.639251204844133
2015-02-03,22.602035435953255
2015-02-04,20.9844489664259
2015-02-05,21.061123779177326
2015-02-06,19.705012065211438
2015-02-07,18.39981442131315
2015-02-08,20.633443692641457
2015-02-09,20.61756446645205
2015-02-10,19.067450788853485
2015-02-11,19.773175244966172
2015-02-12,20.55860148418988
2015-02-13,19.562575898945532
2015-02-14,20.62877995995796
2015-02-15,20.910896835225568
2015-02-16,20.887806492361843
2015-02-17,20.28549691179778
2015-02-18,21.652632382674753
2015-02-19,22.055752803268447
2015-02-20,21.416704475469263
2015-02-21,20.094247164167303
2015-02-22,21.997632830209398
2015-02-23,20.56052556548573
2015-02-24,22.258914065858743
2015-02-25,19.958496068061315
2015-02-26,22.381761115006096
2015-02-27,21.299111921709923
2015-02-28,19.86249361003009
2015-03-01,21.021122551565703
2015-03-02,21.498528827693416
2015-03-03,21.795743816122176
2015-03-04,20.32353022150535
2015-03-05,20.206033732849757
2015-03-06,21.806062218604048
2015-03-07,21.03708522595634
2015-03-08,21.909351022467465
2015-03-09,22.566654025560698
2015-03-10,19.704090427619835
2015-03-11,22.014215924692955
2015-03-12,23.203743925514562
2015-03-13,21.40124773056768
2015-03-14,20.808302687767444
2015-03-15,22.705854082465844
2015-03-16,22.128053194826077
2015-03-17,22.918601387163065
2015-03-18,21.44776981119581
2015-03-19,20.10119085940252
2015-03-20,21.76355602600647
2015-03-21,21.375618554313178
2015-03-22,22.854887105543934
2015-03-23,22.16958279604872
2015-03-24,19.99176407024191
2015-03-25,20.524978715744446
2015-03-26,23.028940935071784
2015-03-27,22.792157479710383
2015-03-28,21.21501609495005
2015-03-29,21.987739528428644
2015-03-30,22.52819589039999
2015-03-31,22.558920627288632
2015-04-01,23.050471130107514
2015-04-02,22.30772495526875
2015-04-03,21.885926256422625
2015-04-04,21.687697064446166
2015-04-05,23.262617416179335
2015-04-06,19.29092983916815
2015-04-07,21.820616209175967
2015-04-08,22.02047053587579
2015-04-09,20.26314146625935
2015-04-10,22.364450522880556
2015-04-11,21.17387761075028
2015-04-12,22.979518748945274
2015-04-13,21.781877394047406
2015-04-14,22.722410969330806
2015-04-15,23.367718770553196
2015-04-16,22.349145723744154
2015-04-17,20.822137628359275
2015-04-18,20.038047334501357
2015-04-19,23.9403765011561
2015-04-20,21.68271556840633
2015-04-21,20.9688096085986
2015-04-22,21.945894369499335
2015-04-23,21.51967415727833
2015-04-24,22.747410862704
2015-04-25,21.739924116238555
2015-04-26,21.68898529347985
2015-04-27,20.787178876091094
2015-04-28,22.179266490186595
2015-04-29,20.34518496633625
2015-04-30,22.353871519033927
2015-05-01,23.35145644130875
2015-05-02,19.659992981500864
2015-05-03,18.49599331751336
2015-05-04,22.160552540543957
2015-05-05,24.441592930946687
2015-05-06,20.145821837491695
2015-05-07,19.80792243842261
2015-05-08,21.976366647836244
